reviewerName,stars,reviewLink,reviewMeta,body
Irving D Rivera.,Verified,https://www.amazon.com/null,Reviewed in Mexico on December 14 2023,"Definitivamente sin un artículo de calidad para “conocedores”
Aunque creo que son caros.
A menos que seas “muy crítico”, no se siente la diferencia con otros de la competencia un poco más económicos."
Dxnxx,Verified,https://www.amazon.com/null,Reviewed in Mexico on November 22 2023,"Excelentes audifonos, aunque para sacarles el provecho al 100% recomiendo que escuches en aplicaciones que soporten sonido hifi, aun asi en spotify y otras aplicaciones de musica se escucha muy bien, lo compre en precio de descuento y me han funcionado perfectamente."
JC,1.0,https://www.amazon.com//gp/customer-reviews/R90WPLUQW6RMI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 12 2024,"Such a disappointment. My XM2s are much better.

These sounds a LITTLE better, not that much. Not enough to make up for the XM2's better headband, better ear cup material, better ANC functions, & WAY better ruggedness.

I have honestly abused my XM2s & even after 7 years of every day wear they are solid.
Just now, in 2024 is the ear cup material beginning to crack a bit but that's after countless hours/ days/ weeks of wear doing everything from relaxing, to gaming, to working out, doing yard work, felling trees, playing sports.
Tons of drops, sometimes poor storage, taking hits from footballs, sweat, rain, etc.
The XM2s are awesome.

Within 1 month, I could tell the XM5s just wouldn't cut it.
They easily slip off your head when you're active.
The ANC function is annoying & didn't seem to keep as much sound out.
Sony straight up warns you that ""these cannot get wet. Avoid sweat""
You can't sweat in these bro!?! What?!
Just terrible.

I'm gonna try a different brand until Sony makes some major changes with the XM line.
Good luck everyone. 🍻"
H8182,5.0,https://www.amazon.com//gp/customer-reviews/R1YX20DHTTK8ME/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 7 2024,"I LOVE LOVE these headphones!!! I'm coming from Beats Solo 3's which I really liked and they lasted forever. I was on the fence with spending the extra money. It was worth it!! These are very lightweight and the sound quality is awesome! I really like the sleek headband thats not chunky like most. The ear part fits comfortably over my ear and isn't too tight. I also like the flexible ear pieces that rotate for an extra comfortable fit, not stiff. I bought the navy color and really like it."
Rob,4.0,https://www.amazon.com//gp/customer-reviews/R1C52FHD6AWNTU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 7 2024,"I purchased these along with the Bose quiet comfort ultra over the ear headphones. After using each for two weeks I ended up choosing the Bose over the Sonys.

These Sony headphones are good and you won't be disappointed if you buy them as they perform almost as good as the Bose in my opinion.

Things that influenced my decision were appearance, comfort, sound quality, and build quality. Again Sony was good in all categories but just not as good as the Bose.

Overall I was not disappointed by these and I would recommend them as quality headphones but I ultimately returned them and kept the Bose quiet comfort ultras."
BeanDaddy,4.0,https://www.amazon.com//gp/customer-reviews/R2G3A1TQELK0FJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 3 2024,"I LOVED my XM4s. I upgraded to the new XM5s to let a friend buy my XM4s. Sound quality seems about the same - still the best on the market that I've heard personally. However, I think the headphones themselves feel a little more fragile. The case also seems less sturdy, though it may just be a more efficient design. The only real complaint I have is the touch panel. It's very sensitive to hair, etc., and actually is triggered by simply moving my head or often nothing at all. It was really frustrated if it started clicking next and skipping through a queue of songs, so I turned off the touch controls entirely. I don't use them too much anyway and haven't missed them. BUT! Even though the touch control does not do anything now, it will still make the noise as if you are skipping a song. If only there were an update to stop that noise when the touch controls are off, I would be content with this workaround. PLEASE Sony, if you read this, just turn the touch noise off! I'm upset that $400 headphones have such a simple but significant design flaw which you can scour the internet to find discussions of, but as long as these headphones continue to offer superior sound quality, I would absolutely forgive and forget so long as I can turn the touch panel click off someday soon!"
R W King,1.0,https://www.amazon.com//gp/customer-reviews/R3HI1OT6J67UBM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 1 2024,"Like most people, I sweat when wearing over-ear headphones. When I first opened this package, a picto-graphic card fell out of the box that “said” danger, don’t sweat while wearing these. Wow. Would have been nice to know.
That little bit of information wasn’t provided in the product description. I wouldn’t have bought them if I knew.
Returned them immediately… still waiting for a refund one week after Amazon confirmed receipt of the returned item.
Product description is lacking.
Customer Service also lacking.
Disappointing experience overall, and I’m out several hundred dollars waiting for a refund that is being oddly delayed in processing… could take 25 days. Oy."
Amazon Customer,4.0,https://www.amazon.com//gp/customer-reviews/R3HM6XVR07WBOP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 29 2024,Great headphones but a but pricey. Also wish I could tap to change songs or control volume.
teewhypee,1.0,https://www.amazon.com//gp/customer-reviews/RWSN9ZG31V3JL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 23 2024,"These are excellent headphones. (Although to be fair I have no other wireless headphones to compare them with.) I was enamored when I bought them, but 1.5 years later, one of the earcups/swivel hinges just popped out as I was putting them on. Google this and you'll see examples of it. This is caused by really poor structural design, and because of this, I cannot recommend these headphones. You are taking a huge risk by buying them.

NOTE: You might be able to repair this issue yourself with a tiny hose clamp. Google this as well. But you don't want to spend $400 to have to do that."
Percy Womack,5.0,https://www.amazon.com//gp/customer-reviews/R1DP7HACQ3MS0B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 21 2024,"Love this blue tooth headset, sound comes though Chrystal clear makes my work fun.
A must have, SONY the only way to go."
Michael Yule,Verified,https://www.amazon.com/null,Reviewed in Australia on December 6 2023,"Bite the bullet and spend the money on these, you won't regret it"
Kris,Verified,https://www.amazon.com/null,Reviewed in Australia on December 6 2023,"This Sony headset is a quality product. Has a lot of features and getting to know them can take time. But I’ve you do, you will appreciate the product."
Amazon Customer,Verified,https://www.amazon.com/null,Reviewed in Australia on November 14 2023,The working driver had great sound and ANC but the other would stutter and only slightly work when wiggled and when it first arrived didn't work at all. Seems like the external build quality is solid but the internals aren't so rugged as it looked like new on the outside.
Nathan F.,Verified,https://www.amazon.com/null,Reviewed in Australia on January 16 2023,"Wanted to treat myself, upgraded from the XM3s, outstanding headphones. Only quibble, if they could fold down like previous models, they would be the perfect headphones, still they come pretty close."
Mezm,Verified,https://www.amazon.com/null,Reviewed in Australia on November 4 2022,"Best pair of headphones I've ever owned. I was expecting to be blown away by the sound quality. It's good, but perhaps I don't have the ears to be able to appreciate it."
Calvin Tan,Verified,https://www.amazon.com/null,Reviewed in Singapore on August 18 2022,"ANC is great, intuitive all round great buy. Even better that I got it on sale after looking at it for so long. Happy with the purchase"
Kathlyn,5.0,https://www.amazon.com//gp/customer-reviews/R2SUUJQJYFQON6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 24 2024,"Love these headphones and all of the model my family and I now use. Sony does a great job- comfortable, sturdy, sound quality is exceptional."
Cristie,5.0,https://www.amazon.com//gp/customer-reviews/R2EHWH47R7TE9C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 24 2024,I was actually a bit worried to buy refurbished item but this one is clean and works very well.
JC,1.0,https://www.amazon.com//gp/customer-reviews/R90WPLUQW6RMI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 12 2024,"Such a disappointment. My XM2s are much better.

These sounds a LITTLE better, not that much. Not enough to make up for the XM2's better headband, better ear cup material, better ANC functions, & WAY better ruggedness.

I have honestly abused my XM2s & even after 7 years of every day wear they are solid.
Just now, in 2024 is the ear cup material beginning to crack a bit but that's after countless hours/ days/ weeks of wear doing everything from relaxing, to gaming, to working out, doing yard work, felling trees, playing sports.
Tons of drops, sometimes poor storage, taking hits from footballs, sweat, rain, etc.
The XM2s are awesome.

Within 1 month, I could tell the XM5s just wouldn't cut it.
They easily slip off your head when you're active.
The ANC function is annoying & didn't seem to keep as much sound out.
Sony straight up warns you that ""these cannot get wet. Avoid sweat""
You can't sweat in these bro!?! What?!
Just terrible.

I'm gonna try a different brand until Sony makes some major changes with the XM line.
Good luck everyone. 🍻"
Marcus Singer,5.0,https://www.amazon.com//gp/customer-reviews/RHH0MV68OEYWA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 6 2024,Amazing battery life!
Rachel,5.0,https://www.amazon.com//gp/customer-reviews/R250958U8AFR0J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 3 2024,"These headphones may honestly be the best purchase I’ve ever made. I recently started a new job in a busy office building. I have very sensitive hearing, which means that I get distracted SO easily. I can’t focus at all whenever there is noise around me. So, I decided it was time to invest in some high quality comfortable headphones.

I wear these headphones for about 8 hours a day, 5 days a week. Believe me when I say that I have never once felt uncomfortable while wearing these. The material is soft and lightweight—perfect for all day use. The controls are intuitive, too. My favorite feature of the headphones is that they turn into a microphone whenever I’m talking to someone, which means that I don’t have to take off my headphones every time I want to have a conversation. I can also quickly let noise in (like an announcement from my manager) by placing my palm over my right ear. This has come in handy many times!

The battery life is incredible, as is the sound quality. The noise cancellation technology is insanely good. I am seriously impressed by all of the amazing technology that is featured within these headphones. Thank you to Sony for saving my sanity at work!!!"
T. O'Neal,3.0,https://www.amazon.com//gp/customer-reviews/R2RE5A4TOPN13X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 1 2024,"I don't know if it just gets a free pass because it's Sony or they just did great PR and people just cut and paste it it's just crowd contagion but these are just ok headphones despite nearly infinite posts on social and the web.

Doesn't fold well for gravel and the case just makes it way bigger. The active noise canceling is ok, but not that much different than Wyze headphones which are a fraction of the cost. The Bluetooth doesn't connect as auto smoothly as others. The app is terrible. It's smart mode changing is not smart and the EQ isn't great. Bass is flat.

Going to try Sennheiser next or if budget Anker and report back."
Sabrina,5.0,https://www.amazon.com//gp/customer-reviews/R18IRNIGY8JTA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 19 2024,"These headphones are fabulous to use for studying. It's what I use them for. I like that after wearing them for over an hour, my ears don't hurt. It's a great purchase to make when they are on sale."
Ranger35,5.0,https://www.amazon.com//gp/customer-reviews/R128OKBPMJIO1A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CFSD4TSQ,Reviewed in the United States on February 23 2024,"Great headphones, the speak to chat feature is a great feature add on feature. Swiping the right side ear cuff up or down for volume control and back or forward for next or previous song is an easy process. Good sound, and adjustable EQ levels."
victor hernandez miguel,Verified,https://www.amazon.com/null,Reviewed in Mexico on November 10 2023,Buena caridad en el audio
Gibran Villa,Verified,https://www.amazon.com/null,Reviewed in Mexico on October 18 2023,"Si eres alguien que se considera ""orejon"" no compres estos audífonos, la verdad. Yo estaba bastante emocionado con el producto, hasta que lo use por tiempos prolongados de tiempo (1 hora) y me empezaron a calar las orejas y también sudas en exceso con estos auriculares. Audio le doy un 8, cancelación de ruido un 7 (hay mejores), pero comodidad un 3."
V-Money,5.0,https://www.amazon.com//gp/customer-reviews/R1A74Y90LNYD7F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 24 2024,"I recently upgraded from my much loved and daily used Sony XM3… These new XM5s boast superb sound quality and sumptuous comfort. I wear headphones all night and I love the light weight and generous padding, not to mention the 30-hour battery life. I also appreciate how much more comfortable they are than the Bose Ultras or 45s, which I also tried. I also appreciate that I can disable any type of auto-off or sleep features on these Sony cans, unlike the Bose Ultras that have a sleep mode that I cannot disable.

The touch controls on the headphones also work well. The only downside is you cannot easily fold them up for travel."
Christian rivas,1.0,https://www.amazon.com//gp/customer-reviews/R2M9CZ9TRLJNCO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 19 2024,The product was so nice at first. Good and comfortable but I had a small issue with a small ringing noise on the headphones early on. I didn't think too much of it. But as time went on mid Feb. It started to get worse and just unusable because it would become into a random screeching sound that would hurt my ears
Amazon Customer,5.0,https://www.amazon.com//gp/customer-reviews/R1QF17KKUBZX7M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 4 2024,"These headphones really live up to their hype. Very lightweight and full of rich,deep sounds. The noise cancelling is as close to perfect as any headphones I have ever tried, including the Airpods Max from Apple. However, the Sony XM5s give you more control in shaping your sound and you can wear them a lot longer due to their lighter weight.
I just got them for 50% off of the original price which made even easier to purchase. Thank you Amazon."
lance Barton,5.0,https://www.amazon.com//gp/customer-reviews/R1PY8CA2155XM9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 3 2024,They are very comfortable. The noise canceling is incredible. They sound great and the battery life is very good!
Andrew,5.0,https://www.amazon.com//gp/customer-reviews/R2AQEYI8D4TXAW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 2 2024,These are the most comfortable and sound great. Battery lasts long enough as well.
T. O'Neal,3.0,https://www.amazon.com//gp/customer-reviews/R2RE5A4TOPN13X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 1 2024,"I don't know if it just gets a free pass because it's Sony or they just did great PR and people just cut and paste it it's just crowd contagion but these are just ok headphones despite nearly infinite posts on social and the web.

Doesn't fold well for gravel and the case just makes it way bigger. The active noise canceling is ok, but not that much different than Wyze headphones which are a fraction of the cost. The Bluetooth doesn't connect as auto smoothly as others. The app is terrible. It's smart mode changing is not smart and the EQ isn't great. Bass is flat.

Going to try Sennheiser next or if budget Anker and report back."
Perfectos lo mejor del mercado,5.0,https://www.amazon.com//gp/customer-reviews/R2DLR9BEQ30XF7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 21 2024,🎉🎉🎉🎉
RO,5.0,https://www.amazon.com//gp/customer-reviews/R1JGF7APXH3R7A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 17 2024,"Everything about these headphones was excellent - outstanding sound, noise cancellation and battery life. However, after using them on an overseas flight, I developed a skin irritation that was initially mild. On my return trip, the irritation was extreme. Since then, I have not been able to use the headphones. I have not had this issue with other headsets in similar situations."
Bryant,Verified,https://www.amazon.com/null,Reviewed in Singapore on December 6 2023,"Managed to snag this baby during 10.10 and never looked back. Probably the best purchase for 2023 and really been enjoying them. Apple users will rejoice as this allows quick change and pairing, almost as if it’s from Apple itself. Sound quality is really good and no complains there."
ZI EN CHIU,Verified,https://www.amazon.com/null,Reviewed in Australia on November 7 2023,""
Amanda Berrington,Verified,https://www.amazon.com/null,Reviewed in Australia on June 19 2023,"These headphones sound good, easy to use etc however they are a large fit and I have had to adjust them every time i put them on. They don't seem to stay at the smallest adjustment. This morning whilst putting on and adjusting, i pushed them against my ears (not hard!) and the right ear piece snapped. Spoke to customer service and they will need to go to a service centre and are not covered under warranty for physical damage. I have read that this is common damage for this headset. I would not buy again. Over $500 dollars down the drain."
yeah,Verified,https://www.amazon.com/null,Reviewed in Australia on April 3 2023,They feel quite cheap and flimsy. Barely any padding. Ear cushions remind me of plane headphones but not as bad
Karen,Verified,https://www.amazon.com/null,Reviewed in Australia on January 16 2023,"Very comfortable, hours & hours of continuous wear.
Noise cancellation way beyond expectations; missed a hailstorm!
Sound quality wonderful. I would buy these again for myself and/or as a gift.
Highly recommend."
Matthew Thyer,Verified,https://www.amazon.com/null,Reviewed in Australia on January 16 2023,"These don't fold into a ball like the WH-1000XM4, instead they fold flat which encourages one to use the included case for protection. This is OK if you use them at a desk like I do for sound from my PC. For on the go listening I prefer my, much more compact, wireless ear buds."
Amazon Customer,1.0,https://www.amazon.com//gp/customer-reviews/R2QWY0BN3EUZWX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 14 2024,Rude Amazon driver
BeanDaddy,4.0,https://www.amazon.com//gp/customer-reviews/R2G3A1TQELK0FJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 3 2024,"I LOVED my XM4s. I upgraded to the new XM5s to let a friend buy my XM4s. Sound quality seems about the same - still the best on the market that I've heard personally. However, I think the headphones themselves feel a little more fragile. The case also seems less sturdy, though it may just be a more efficient design. The only real complaint I have is the touch panel. It's very sensitive to hair, etc., and actually is triggered by simply moving my head or often nothing at all. It was really frustrated if it started clicking next and skipping through a queue of songs, so I turned off the touch controls entirely. I don't use them too much anyway and haven't missed them. BUT! Even though the touch control does not do anything now, it will still make the noise as if you are skipping a song. If only there were an update to stop that noise when the touch controls are off, I would be content with this workaround. PLEASE Sony, if you read this, just turn the touch noise off! I'm upset that $400 headphones have such a simple but significant design flaw which you can scour the internet to find discussions of, but as long as these headphones continue to offer superior sound quality, I would absolutely forgive and forget so long as I can turn the touch panel click off someday soon!"
Orrin Gallop,2.0,https://www.amazon.com//gp/customer-reviews/R12CNYL7LTI1WF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 29 2024,The headphones worked excellent at first but after 2 weeks it’s constantly stopping or pausing. I disconnected and paired again to my cellphone with no change
Mike,3.0,https://www.amazon.com//gp/customer-reviews/R46R6F2SOULVQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 23 2024,Purchased this through a third part used stated great but not so. I would put it in the acceptable category. Had a smell and clearly worn
Filip,5.0,https://www.amazon.com//gp/customer-reviews/R3MCODSAB5CO61/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 20 2024,"This is the 3rd pair of expensive over-the-ear headphones I ever owned and you can just feel the generational difference between those. This is next level in every possible sense. Pairs seamlessly, plays well, and blocks out noise fantastically! Also, dark blue looks phenomenal in daylight!"
Stacey Cole,4.0,https://www.amazon.com//gp/customer-reviews/R3OH3JNHQISCHA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 18 2024,"The portability, the ear muffs don't fold like the previous model. The head band is not comfortable on bald heads."
José Benaque,Verified,https://www.amazon.com/null,Reviewed in Mexico on November 19 2023,"Calidad excepcional. Súper sencillo de entender y usar. Compatibilidad con Linux, iOS.

Quizá el ajuste del equializador personalizado en software adicional se deba ampliar a mayor cantidad de divisiones de frecuencias.

Súper, 10/10 😘"
H Chung,1.0,https://www.amazon.com//gp/customer-reviews/R2HFBT5NY69UZ2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 27 2024,"New model is trash doesn’t fold doesn’t hold out any noise and is bulkier. Only thing going for it is that it used cheaper lighter material and sounds a bit more clear.

We buy these for keeping our baby’s crying on the airplane. We have both and the old one with deformed foam did better"
Techguy133,5.0,https://www.amazon.com//gp/customer-reviews/R11JPCME6IUSN9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 26 2024,"Listening to music, TV, travel, podcasts."
J,2.0,https://www.amazon.com//gp/customer-reviews/R1OQ5MI3KLLY3C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 12 2024,"I originally ordered a pair in November, within a month I had to request an exchange because one side stopped working. The replacement came in around December and by February, I have a non-stop skipping noise going on in the background of whatever I am listening to.

These are not worth the price for the quality. The noise cancelling is not much better than a pair of 45 dollar headphones. If I do not want to hear other people with the noise canceling on, then I have to practically blast sound from these. The round design of the headphones also hurts the top of my head, they are usually flat on top for a reason it seems.

I had been so excited to get a pair of quality headphones that would cancel out all of the loud sounds in my house but instead I wasted money on an inferior product that does not last more than two months at best. I always carry them in the case they come in and have done nothing that would damage the quality or performance of the headphones. To say I am disappointed would be an understatement."
Marcus Singer,5.0,https://www.amazon.com//gp/customer-reviews/RHH0MV68OEYWA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 6 2024,Amazing battery life!
Amazon Customer,2.0,https://www.amazon.com//gp/customer-reviews/R118FJJ0ZN1WMT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 6 2024,"Compared to my Bose, these are terrible. The volume control, you have to swipe your finger up on the outside of one of the headphones, it's slow, touch sensitivity sucks. On my bose, you push a button and BAM up or down goes your volume. I played a video on youtube, had my volume up half way, and STILL could hear the tv across the room, could hear the commercial words etc., no way these would be what you would wnat on an airplane with a crying baby while watching a movie, you'd have to really crank it up and hurt your hearing long term"
Jason Z.,2.0,https://www.amazon.com//gp/customer-reviews/R3QCKISBQNJB7V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 27 2024,"Good Noise Cancellation,
OK sound Quality,
Bad volume control,
Poor software support for iOS & MacOS,

There is Noise after couple months of use."
Peter,1.0,https://www.amazon.com//gp/customer-reviews/R33SHK9KOA6UP8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on February 16 2024,"Amazon deletes my honest reviews, that should tell you something. I don't like this product and I have rights to share my own experience. Of course you have rights to read the reviews and make up your mind. What's so complicated about that?"
Russell Hesse,Verified,https://www.amazon.com/null,Reviewed in Australia on November 18 2023,I can't add any more to the many great reviews that have already been written on this fabulous headset.
Luke,Verified,https://www.amazon.com/null,Reviewed in Australia on March 7 2023,"Great noise cancellation, great sound, and much, much better voice quality for calls than the previous Sony noise cancelling headsets"
Angelica,5.0,https://www.amazon.com//gp/customer-reviews/R3H89XWSA7Q63N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 25 2024,I love this headphones I wear them all the time. I also love the extra features that not all headphones have. I like playing with all the features.
shelly hunter,5.0,https://www.amazon.com//gp/customer-reviews/R1S797ROFWHVYE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 22 2024,I've went through many headphones over the year last pair was the Sony CH720 believe ok sound but wasn't loud enough bought the XM5 the sound is unbelievable the sound is so rich you can hear every high and low you can create your own equalizer super easy to set up easy connecting to Bluetooth also honestly the best earphones I've ever had
Deneen Robinson,5.0,https://www.amazon.com//gp/customer-reviews/R1Y87ZPFCKWOWF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 21 2024,""
Jeff,5.0,https://www.amazon.com//gp/customer-reviews/RXOUZAYSUUNYR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 17 2024,They work well
bobwhitebarry,3.0,https://www.amazon.com//gp/customer-reviews/R2RS2CPTO1TFH9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on March 10 2024,"I have a pair of Bose and Beats headphones. I ordered the Sonys because the reviews make them out to be the best. They were so tight that they hurt, but that is probably how they work so well canceling noise. The sound quality was pretty good, but somewhat muffled. No shipper at all. Sounded like they were playing through a pillow. The biggest deal braker is I couldn't turn them up high enough to understand what they were saying while watching movies. In the end I sent them back."
The Traveler,5.0,https://www.amazon.com//gp/customer-reviews/R2816ZMJSD17A6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 28 2024,They block out quite a bit of noise and the sound is excellent. Very comfortable over the ears. As past reviews have said they wish they could have been a little more easier to store in a better case. The case is designed wrong.
Corey,4.0,https://www.amazon.com//gp/customer-reviews/R1B14CBJUCSZUD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BXYCS74H,Reviewed in the United States on February 27 2024,"Sound quality and noise cancelling are exceptional. Only problem is the touch pad starts registering ghost inputs, and has to be disabled. I have had this happen on 2 different units. It worked great before it went wrong. It's still usable with external controls but a real bummer to lose headset controls."
Esteban Javier Angulo Chablé,Verified,https://www.amazon.com/null,Reviewed in Mexico on February 20 2024,"El sonido es fascinante
La aplicación es sencilla de usar"
Brian,Verified,https://www.amazon.com/null,Reviewed in Mexico on December 12 2023,El sonido es genial y la cancelacion de ruido te permite disfrutar de una experiencia sonora sin igual.
Agapito xD,5.0,https://www.amazon.com//gp/customer-reviews/R1BCT53SFOYHJU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 26 2024,"Tienen una cancelación de ruidos increíble, y la calidad de audio es muy buena los recomiendo 100%"
Dr. Rob,5.0,https://www.amazon.com//gp/customer-reviews/REP8680C0MKBK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 22 2024,"My purpose for noise-cancelling headphones is to be able to sleep on my frequent airplane flights with my eye mask on, without having devices that insert into my ears, as my Airpods or earplugs do not stay in my unusually narrow, curved air canals. I also use the headphones at home to listen to books and occasionally music. I have considerable high-frequency hearing loss so I can't comment on the finer details of audio qualities. For me, the audio quality is excellent. Also, my only other experience with headphones are all from Bose. My latest is a 4 year old set of Bose noise-cancelling headphones and they were great, but the inner parts of the foam cushion is degrading rapidly. I have to say that these Sony headphones feel very light and comfortable, a sensation I much prefer over my older Bose headphones. But I'd tip my hat to my Bose for sound quality over the Sony, but again, I have high-frequency hearing loss."
AKSHAY BODWADE,3.0,https://www.amazon.com//gp/customer-reviews/R346PD6S6O0F3G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 20 2024,"I recently purchased the Sony WH-1000XM5 Wireless Noise Canceling Headphones, enticed by their touted features. After spending some time with them, I must say that these headphones truly live up to the hype in terms of audio quality, comfort, and advanced functionalities.

The sound quality is exceptional, delivering crisp highs, rich mids, and deep bass that make every listening experience immersive and enjoyable. The noise-canceling feature works wonders, effectively blocking out unwanted external sounds and allowing me to focus solely on my music or calls. Additionally, the hands-free calling feature ensures that conversations are clear and uninterrupted, even in noisy environments.

However, my overall positive experience with these headphones was marred by an issue that arose upon receiving them. Despite purchasing them as new from Amazon, it became evident that the headphones had been previously paired with other devices. This resulted in setup complications with the 360 surround services and raised concerns about the authenticity of the product and Amazon's quality control processes.
It was disappointing to encounter such a setback with what should have been a brand-new product. I would advise potential buyers to exercise caution when purchasing these headphones from Amazon to ensure they receive a genuinely new and unopened product."
David Lindskog,2.0,https://www.amazon.com//gp/customer-reviews/RIB9VF7K3WEPC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XS7JWHH,Reviewed in the United States on March 7 2024,"The noise cancel is great but what bugs me is the toggling between calls and such.
They don't connect when I move between one MS TEAMS call (MacBook) to another, between iPhone calls and MacBook audio etc. The toggling is a mess. It's not as smooth as my previous B&O headphones.
Sony - Please fix this with a software update!"
