reviewerName,stars,reviewTitle,reviewDate,body
XXDJDLXx,5,Great,10/9/2022,[This review was collected as part of a promotion.] I love these they have such great sound. I love the app that you download and makes it so easy to use. The controls are so easy to use on the side of the head set.
Hill79,1,left side has gone off,10/24/2022,"the left side headphone just went off without any warning or physical damage. I can hear external voices which is the main reason why i bought it, noise cancellation."
Jerome2001,4,First pair,7/8/2022,"Bought this about a month ago and I've found it amazing! The noise cancel feature is a real help when I'm taking the train home or I just need to focus in the library. Being able to mess with the bass and treble is nice as well and the touch sensor feature on the headphone is self was unexpected but amazing! Make sure you stretch out your pair incase it fits uncomfortably but other then that, I love these headphones."
Dan12345,2,Had to return,8/17/2022,And the three model and that was really good until it broke. And then for my birthday I thought I’d get the five model since it was like the best in class. But using it to mow the yard it would noise cancel and then about 10 minutes later it would go back off again for about 10 or 15 minutes and then back on again. And when using it at home to black out kid noises or grandkid noises it never really seem to block out much that I could tell and so my Apple AirPod pros I’ll just have to live with those.
BashNaz,5,Best noise canceling headphone,2/14/2023,"I've used many earbuds and headphones from various brands including Bose, Bowers and Wilkins, Sennheiser and apple. So far the best noise canceling I've ever experienced is with the Sony WH-1000XMS. Excellent for travel. Amazing sound quality as well."
Estefany,4,The coolest features,9/17/2022,"I bought these over a month ago and definitely have to say, they have the coolest features. Comparing to the AirPod Pro max headset … and the price of it —- to these Sony headphones- Sony wins , it’s definitely worth it. Beats apples price , beats the basic apple features. However my head is pretty small and I wish it had more shorter adjustable features ; it’s definitely better than the Beats Solo 3 pro with the head size adjustment, not slippery and is more sturdy . I’m not the biggest fan of the power button nor the case , but the headphones alone, perform really well and the battery life is also a very nice plus !"
Whozyrdaddy,5,Everything it says it is!!,9/18/2022,"I have tried various noise cancelling earbuds and also various headphones, and returned them all. They just sounded like earbuds and headphones. Some sounded good but not noise cancelling, even other Sony products! The WH1000XM5B has excellent tonal qualities and the noise cancellation really works! The fit and feel is also very comfortable!"
Anon,5,Great product,6/29/2023,I am overjoyed by the way these work. Simply awesome
Ren2,5,Great but be careful.,6/15/2022,Bought them to replace 1000xm4's that started whistling in my left ear. They are easier to pair and volume and ambient sound controls are improved. Needed a set with good noise canceling.
HRichiez,5,Amazing Headphones,8/2/2022,I upgraded from the XM4 and it was worth every penny. The noise cancellation is amazing. The sound quality superb. Nothing but the best.
Harsha,1,Bad headset,6/11/2022,I tried to connect to two devices and it didn't work. I tried to speak to multiple reps. Could not resolve. So I returned the product.
CHINTU,5,good,12/7/2023,except travel friendly it serves rest purposes
Depell,5,Amazing!,10/4/2022,"[This review was collected as part of a promotion.] I hate flying, had to take a plane for work. So I decided to splurge and get me a new pair of noise canceling headphones. After some research and hundreds or reviews read I end up with Sony's and I couldn't be happier. They knocked out all noise on the flight and I was able to make it to work no problem so happy with this product!"
Morganss,5,The best wireless headphones,10/26/2022,[This review was collected as part of a promotion.] These are hands down the best wireless headphones I have ever used. They make you feel completely immersed in what you are listening to. I love that they cancel noise but don't completely cancel everything so you can still be aware of your surroundings. They are super comfortable and don't squeeze my head at all. They were super easy to sync to my phone as well. I am absolutely obsessed with these head phones.
Anon,5,Fantastic Sound,10/10/2022,"[This review was collected as part of a promotion.] The Sony WH-1000XM5 Wireless Noise Canceling Headphones are absolutely outstanding. This is my first experience with noise canceling headphones and the sound is crystal clear and I have no annoying outside side. You literally don't hear anything else except for what's coming through the headphones. Additionally, I am computer challenged and didn't have any troubles hooking up through bluetooth. It wasn't complicated and I was able to do it with little assistance! Lastly, the comfort level is amazing. They feel great and I can wear them for hours. The charge also lasts for 30 hours and a 3 minute charge gives you 3 hours of time. How fantastic is that?!? I can't wait to take them on my next long plane ride."
Timothy6585,5,Amazing!!,10/11/2022,[This review was collected as part of a promotion.] These sony wireless noise canceling headphones are absolutely amazing. These headphones really rock my world. They have no issues connecting to my phone. The music is super loud and comes through very clear. They are very comfortable and are most definitely the best at noise canceling. You have the ability to turn the noise canceling off even. Just by slightly rubbing your finger on the side of the headphone you can change the volume and change song/fast forward/rewind. Also my favorite feature is that they stop playing if you take them off your head and automatically resumes once you put them back on.
deb2020,5,love this,10/5/2022,[This review was collected as part of a promotion.] Love this so much. Love the fact you can touch the side of the headphones and the music stops playing you touch them again music starts. Only down flaw is the charging cable is short wish it was a little longer but other than that is are wonderful headphones. Good for kids on long car ride same as for adults. Came with a wonderful case. So you can't loose anything at all.
Winter,5,Peace in a noisy world,10/5/2022,"[This review was collected as part of a promotion.] The noise canceling on these is absolutely amazing. I live in a house with a lot of noise, and these headphones give me such a feeling of peace. I can't hear the fan, window A/C, air purifier, and all the other similar noises with these on. That's without music playing. The audio quality is out of this world and I don't believe I'll ever be able to listen to music any other way ever again."
bubblegod123,5,Awesome headphones!,10/7/2022,[This review was collected as part of a promotion.] I bought this a month ago and I'm so happy that I did! The Sony wireless noise canceling headphones deliver great sound quality and I love listening to music around the house. I highly recommend them to anyone who is looking for quality headphones!
Anon,5,Awesome Headphones,12/23/2022,These headphones are the best. I'm upgrading from bose qc35 and these are great. Comfy cushions and greats sound.
Shellyjo,5,Great Features,10/7/2022,"[This review was collected as part of a promotion.] I love these awesome Sony headphones, light,feel great and the bass is amazing,I highly recommend them to everyone, Best noise cancelling I've ever had,they are so great,love them."
Alphamalemaverick5,5,Makes me transcend time and space,6/29/2022,I feel like Dr. Manhattan when I'm wearing these. Out of body experience every time they come in contact with my ears. (Use the app and look up the best EQ for the XM5 and then adjust from that for best sound quality). Battery is nigh eternal. Powered by Zeus himself.
Palto,5,Awesome,6/11/2022,These headphones blow the AirPod Max headphones out of the water. They're more comfortable and lighter than the last Sonys in this line-up. They also fixed the connectivity issue where it's a breeze to connect to a different device. Highly recommended and worth the price.
Pastorptcc,5,Love them,9/30/2022,"I bought these about a month ago because I deal with tinnitus I need a good noise canceling headphones. These are amazing, best headphones I've ever had."
Mathis,1,Wasn't working,1/10/2024,Wasn't working
Lynn,1,It didnt last,1/18/2024,Gave it to my son for Christmas and already not working. Have to try to get it replaced.
dustinw,5,Industry-leading noise canceling,6/14/2022,"This model of headphones seems to continue to be the best in class in all areas. The superb noise canceling, great audio quality and excellent features easily put it in front of all other models. I use these for trips and while I work in the office, and they are very comfortable to wear for long periods of time and have become a must for me on plane rides, with their noise canceling. I can't recommend these enough."
Grlg33k,5,Wow... audio heaven!,8/31/2022,"The best set I have ever owned. The sound quality is amazing. The comfort is top notch, even while wearing glasses and earrings! The noise canceling is fantastic. The battery life has been great too. Love these so much!"
DoubleAA,5,Great quality headphones!!!,1/28/2024,"I bought these a month ago and love them! My Beats headphones snapped trying to put them on my head and I never feel that fear when I'm about to put them on so love the design. The sound quality is really good with the exception of max volume (those around you can hear) but for your hearing, you probably shouldn't listen to anything at max volume. Since buying these I've worn them to work out, commute in, and listen to music while I work. Overall, I would recommend these to anyone looking for good noise-cancelling headphones."
Kunal_P,4,Expected to have better noise cancellation,8/10/2023,"The noise cancellation was not upto the expectation but sound quality was spot on. Really love the sound quality of sony products. If you really are a music enthusiast, the sound quality will elevate your experience. Can't say the same about any other products on the market. And the Bass boost is something that you should try on these sony and it speaks for itself. And they're comfortable. I hope they get cheaper so more people can try it out."
TonenoT,5,Simply the best Noise Canceling Headphone,8/12/2023,"This is simply the best Noise Cancelling Headphones on the market. I use Noise Cancelling headphones as a pilot and these have even better sound quality, then my more super expensive Aviation ones. That sound quality is top notch, love the low lows and the clear highs. This is simple Top Sony that used to lead the tech industry years ago."
Levi,5,Perfect,12/29/2023,"Easily the best pair of headphones I've used within the price range. Don't expect the noise canceling to be dead silent because that's impossible, but it's definitely one of the best I've ever gotten from over-ear headphones."
SoundHound10658,5,Full featured with excellent noise cancelation,6/29/2023,"I've used these for 3 months now almost every day, and I couldn't be happier. First. the noise cancellation is excellent. The sound fidelity is superb. These are full of useful features, or if you don't like too many features and want them to be simple, you can turn those features off. 1) Has a touch pad on the ear that makes is so simply to swipe my finger forward or backward to skip songs, or swipe up or down to adjust the volume. If you inadvertently hit the touch pad with your hand, you will usually accidentally tap it only once, and one tap is a non-operational tap sequence so all it does does is beep. 2) Has a speak to chat feature. If you start speaking, the sound will mute (or pause, I can't remember which). You can adjust the sensitivity in the app on your phone. The app, by the way, is excellent. Someone finally made a decent configuration app. 3) If you want to immediately hear something, like an announcement on a train, just hold your palm against the right earpiece/touchpad. Let go when you're ready to go into your silent cocoon and listen to music again. 4) Adjust equalization with a separate bass boost function. This works very well, and it doesn't seem to noticeably affect battery life. In fact, with all of these features, I'd expect the battery life to be poor, but it's not. They're rated at 30 hours, and I'm getting at least 20, and probably more like 25 hours. 5) One of the settings allows ambient noise to come in so you can hear your surroundings. There are two settings available for how much ambient noise can come in. This is for when you might be walking or running in a busy environment and need to have some awareness of your surroundings. The headphones will detect if you're sitting still (activates full noise cancelling), walking (activates letting in a low level of ambient noise), running (activates higher level of ambient noise), riding transit (full noise cancellation). You can turn off the automatic switching if you don't like it. You do this in the app. 6) Alternatively, based on location, it will adjust it's mode of how much ambient noise it lets in. You specify the location (it uses your phones location system and a map), or it will suggest locations for those that you frequently go to. This feature I think drained my phone battery very fast. After I turned off location detection, my phone battery use was normal again. I can't believe how much engineering went into these phones and how much time was spent making that companion app actually useful and highly functional. Sony rocked it on these headphones. I can't imagine there's a better pair out there. I chose these over Bose, and I'm gladd I did, although I don't have Bose, so I can't compare them. These were rated as having better noise cancelling technology (they kept out more noise than Bose) according to the study I read and graphs I viewed. You won't get the features in the Bose headphones, but you'll no doubt like those as well. If you want features, these are the headphones for you. Oh, yes. All of that effort you put into configuring the app? Guess what? You can set it to automatically back up your settings to Sony. I used an existing account I had with Sony that I set up for my Blue-ray player years ago."
JonfromCB,5,"Great headphones, but...",8/2/2023,Case is too big inconvenient to carry around. App has lots of good features but it's not intuitive and it doesn't work on PCs.....really?
shelby,5,AMAZING,11/10/2023,"Best headphones ever, so comfy, can't hear anything when I have them on besides what's going on with my music it's awesome"
rhonalds,5,Lots of Features with these headphones and APP,6/28/2023,"I got these Excellent upgrade from my old 1000's. Better sound, better noise cancelling. Better Ambient sound. These were so good, I got the WF1000XM4 earbuds for Father's Day!"
Anon,5,Great quality,10/6/2022,"[This review was collected as part of a promotion.] Love them. Loud and comfortable. Also let's you hear the background if you want to. My daughter needs earphones for school and this one are awesome. Came in a so pretty bag, Love these headphones. Great quality. Soft & comfortable on the ears."
pam8358,5,ms,10/5/2022,"[This review was collected as part of a promotion.] This is a headphone investment. The prices are comparable to others in this catagory. The packaging is a sturdy cardboard nesting box and the headphones itself are in a secure slim profile pouch. The instructions are easily accessible via a camera scan or on the web. It takes a bit of time to update the software and compete setup so be sure to allow for that. The headphones pair easily. They are adjustable and very comfortable over your ears. They can detect when you sit, walk, etc and adjust the sound accordingly. The sound quality is excellent. They are available in black or silver. They fold easily for storage in their case. I have not tried them for hands free calling yet but understand this is a feature of the product. This is definitely a product to consider!"
paul,1,Terrible seller don't buy,11/8/2023,"Fake product sent, this seller is terrible"
raraboom,5,Best Headphones,8/30/2023,I am so happy I bought this! Boosted my Productivity at the office!
Anon,5,Great noise reduction,6/29/2023,"I have been using these headphones for a couple of months, they're comfortable the battery charge lasts for ever and the noise reduction is great."
Dani OJ,4,Great,8/12/2022,I don’t know where to start but to general description of this headphone is that it’s great and superb. I first had the XM4 but this is way better in all things except and I repeat except the volume level is not that high to my expectations and as compared to the Apple headphones. The volume level is why I gave it a 4 star.
Kalisi11,3,"Not that great, esp for the price",7/21/2022,Super fancy super lightweight have to download apps and takes a forever installation set up where supposedly you wear it and it adjusts to the shape of your ear? The bass is missing the treble sucks and the studio beats are way better. It also glitches- a lot.
Honeybadger,5,"Superb sound quality, awesome sound deafening",2/16/2023,"The sound is superb, the noise cancelling awesome. The headphones are light and comfortable. All the features built in like pause, volume control and advancing music are easy to use. One touch to check headphone battery life is sweet! The battery life is phenomenal and charging time very quick."
BigDadE76,5,Amazing,6/20/2022,"I've had my headphones for about a month and they sound great!!! Noise cancelation works wonderfully when you have it on, when you turn it off you can actually hear people better than you can with the headphones off and your head. I've been recommending these headphones to everyone i talk to, so Beats headphones no more for me, great product Sony..."
Rahma18,5,Works well with iphone,12/4/2022,"I just bought it, at first it said that some features won't work with iPhone, but after I tried it, everything works well. The only feature that I still considered installing later, it's Alexa. Since this device only works with Alexa for the voice command. I hope the product will be able to update so that the user can use Google and Siri."
Axboh92,4,Awesome Sound; Headphone App Sucks,10/30/2022,"I'm going to start by saying that these headphones rock. I love the minimalist design, no logos all over the place either. The noise canceling is great, I barely hear anything around me. The bad thing is the app and features. I feel like I'm looking at an app from 2015. Take note from Samsung on their equalizer placement, the menu style needs work, and why are there 3 apps for one pair of headphones? The UI isn't very user friendly and setting up apps for 360 audio really sucks."
MDHEXT,5,Best in class Consumer Grade headphones,6/21/2022,"The Sony WH-1000XM5 Headphones are a great step up from the XM4 in terns of Noise Cancellation, Call Quality, and Sound Quality. However, in what it gained, it also lost some of its portability compared to the previous generation and it's slightly less comfortable. After around 30-40 minutes of use, the headphones start making my ears hurt, likely due to the smaller sized earcups. In terms of portability, the bulk of the new case makes it harder to stash away than their predecessor. And in terms of wearability, it's easy to dirty the inside of the earcup when wearing the headphones around your neck if you're eating. As someone who loves wearing the headphones around my neck, I prefer the previous generation's (Sony WH-1000XM4) to have the earups rotate the operational end of the cup inward against my body so that the drivers and inside cup don't get damaged if I spill something or food lands on the headphones while they're on my neck. Another issue I have is the absence of quick pair via NFC which I utilized heavily on the previous WH-1000XM4. The lack of the feature on the XM5s is more inconvinient as it means I have to go into my phone's bluetooth settings to connect to the headphones after using them with my laptop. This, however, is where the XM5 really improved, making switching between devices easier as it immidietly connects to the device I'm switching to while disconnecting the device I was using almost immediately. This was a welcome addition to the headphones and it alleviates the problems I had with the removal of NFC pairing/connecting."
Naqvib,5,Excellent Sound Quality,6/28/2023,I bought it almost 5-6 months ago. It has excellent sound and good features
mohanymous,2,Unreliable performance with my MacBook,6/14/2022,I've almost given up! I'm very disappointed with the the utter lack of basic functionality: Microsoft Teams and this headset are not inspiring confidence.
jjenkins,3,Sounds good but,8/31/2022,The headphones sound great but they keep turning or disconnecting. It happens several times every time I use them and it seems to be getting worse
Goldenone,5,Absolutely amazing noise canceling headphones,10/20/2022,"[This review was collected as part of a promotion.] Sony 1000XM5 Noise Canceling Headphones are truly amazing. The sound quality is like no other it's crystal clear and you really can hear the acoustics unlike other headphones. They are light weight and fit very comfortably on my head the ear cushions don't smush my ears. The battery life is another wonderful feature, the headphones can last me days before needing to be charged. The noise canceling aspect is perfect you can't hear a thing when they are on. This is great when you want to tune out or have to focus on something and can't be distracted. Sony these are amazing!!"
mattb,5,The best headphones i have tried yet,10/14/2022,[This review was collected as part of a promotion.] Great looking and performing headphones. Sound quality is impressive and they are easy to use once you download the app to your phone. They look and feel high quality and have a good battery life as well. If you are looking for a really nice set of noise canceling headphones I would recommend giving the Sony WH-1000XM5 a try.
Getulio,5,These are awesome,10/10/2022,"[This review was collected as part of a promotion.] these are awesome headphones. This is a mega upgrade from my JBL headphones the quality is superb. I use these to listen to music and also to watch movies on my iPad and they provide premium sound quality when doing both. They are very comfortable and was easy to connect via Bluetooth. They provide a long battery life and charging time is fast. You can't go wrong, these sound amazing."
Benjidez85,5,Absolutely amazing!,9/30/2022,"[This review was collected as part of a promotion.] I really do have to say , my breath was tooken away! Absolutely amazing sound! The clarity with our gaming, phone calls etc. I really have to say I'm not sure it can get too much better.I highly recommend."
Becca88,5,So comfy!!,10/21/2022,"[This review was collected as part of a promotion.] I can not tolerate ear buds. I don't know if my ear canals are just too small or what, but I prefer headphones like these. These are super comfy and great quality! The sound is impeccable and truly does cancel out noise around you!!"
Rdnckcwgrl,5,Amazing Headphones with great features.,10/22/2022,"[This review was collected as part of a promotion.] These Sony WH 1000XM5 headphones are amazing. I received my headphones was was very impressed with the sound quality. Sony has always been known for good sound quality, especially when it comes to headphones, so I was anxious to try them out when I received them. Mainly I use these headphones for gaming, but also for listening to music or watching videos. I was also surprised that these headphones came with a wireless mic as well. All in All I would recommend these headphones to anyone looking for a good set of headphones. Not only do these headphones have amazing sound and a wireless microphone along with Bluetooth, but they also have the ability to customize the sound via app. I would definitely recommend these headphones to anyone."
Whitneyh7,5,Super nice!!,10/4/2022,"[This review was collected as part of a promotion.] These Sony WH-1000XM5 Wireless Noise Canceling Headphones are perfect! The box even seems super nice that they come in. They are super sleek in modern looking. They fit on your head really nicely and don't dig or fall off. The quality of the sound is out of the The box even seems super nice that they come in. They are super sleek in modern looking. They fit on your head really nicely and don't dig or fall off. The quality of the sound surpasses anything I've ever experienced. Most importantly they actually are actually noise canceling. They are perfect to take on flights, jogging, and so much more. I just absolutely love mine!"
tigerluv28,5,Sound quality is crisp and clear!,10/31/2022,"[This review was collected as part of a promotion.] Very comfortable fit,super soft on the ears.Seems to be very durable product especially the headband. Sound quality is crisp and clear. The noise cancellation is very good! Battery life is very good at over 30 hours. has wear detection and speak to chat feature.Overall great product that I would recommend!"
Anon,5,Amazing Headphones,7/12/2022,"I love these headphones, they have amazing sound quality and the battery life is great. the noise cancelling is great and works extremely well."
Ana15,5,They are amazing,10/25/2022,"[This review was collected as part of a promotion.] I couldn't believe how cool and techy they are. They're so innovative with those cool features and commands. They're very easy to use, the sound is great!, and they're very comfortable."
willy dog,5,Just...WOW,10/6/2022,"[This review was collected as part of a promotion.] Now I know why the call me a ""boomer"". These headphones are technically amazing. I've always been a cheapskate when it comes to stuff like headphones. I didn't know what I was missing."
Patty517,5,Wow!,10/5/2022,[This review was collected as part of a promotion.] Wow! These are awesome. They feel very high tech. The sound is great. It connects easily through Bluetooth to my phone. The headphones are comfortable and hold a good charge.
